title,category,price_gbp,rating,in_stock,product_url,budget_quality,value_score
The Bourne Identity (Jason Bourne #1),Fiction,42.78,4,TRUE,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,FALSE,0.09350163627863488
Sister Dear,Fiction,40.2,4,TRUE,https://books.toscrape.com/catalogue/sister-dear_485/index.html,FALSE,0.09950248756218905
Memoirs of a Geisha,Fiction,49.67,3,TRUE,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,FALSE,0.060398630964364805
Me Before You (Me Before You #1),Fiction,19.02,1,TRUE,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,FALSE,0.052576235541535225
Deception Point,Fiction,40.32,4,TRUE,https://books.toscrape.com/catalogue/deception-point_426/index.html,FALSE,0.0992063492063492
The Little Paris Bookshop,Fiction,24.73,3,TRUE,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,FALSE,0.1213101496158512
The Firm,Fiction,45.56,3,TRUE,https://books.toscrape.com/catalogue/the-firm_404/index.html,FALSE,0.06584723441615452
The Expatriates,Fiction,44.58,2,TRUE,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,FALSE,0.04486316733961418
Siddhartha,Fiction,34.220000000000006,5,TRUE,https://books.toscrape.com/catalogue/siddhartha_393/index.html,FALSE,0.1461133839859731
Last One Home (New Beginnings #1),Fiction,59.98,3,TRUE,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,FALSE,0.050016672224074694
Digital Fortress,Fiction,58,5,TRUE,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,FALSE,0.08620689655172414
Atlas Shrugged,Fiction,26.58,5,TRUE,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,FALSE,0.18811136192626035
Three-Martini Lunch,Fiction,23.21,3,TRUE,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,FALSE,0.12925463162429987
The Nightingale,Fiction,26.259999999999998,4,TRUE,https://books.toscrape.com/catalogue/the-nightingale_267/index.html,FALSE,0.15232292460015234
The Infinities,Fiction,27.41,1,TRUE,https://books.toscrape.com/catalogue/the-infinities_257/index.html,FALSE,0.036483035388544326
The Husband's Secret,Fiction,52.51,5,TRUE,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,FALSE,0.09521995810321844
The Da Vinci Code (Robert Langdon #2),Fiction,22.959999999999997,2,TRUE,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,FALSE,0.08710801393728224
The Art of Fielding,Fiction,22.1,1,TRUE,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,FALSE,0.04524886877828054
Lila (Gilead #3),Fiction,12.47,3,TRUE,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,FALSE,0.24057738572574178
Jurassic Park (Jurassic Park #1),Fiction,44.97,1,TRUE,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,FALSE,0.022237046920169003
Inferno (Robert Langdon #4),Fiction,41,5,TRUE,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,FALSE,0.12195121951219512
Crazy Rich Asians (Crazy Rich Asians #1),Fiction,49.13,5,TRUE,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,FALSE,0.1017708121310808
Big Little Lies,Fiction,22.110000000000003,1,TRUE,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,FALSE,0.04522840343735866
The Course of Love,Fiction,16.779999999999998,3,TRUE,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,FALSE,0.1787842669845054
When I'm Gone,Fiction,51.96,3,TRUE,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,FALSE,0.057736720554272515
The Silent Wife,Fiction,12.34,5,TRUE,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,TRUE,0.4051863857374392
The Bette Davis Club,Fiction,30.66,3,TRUE,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html,FALSE,0.09784735812133072
Kitchens of the Great Midwest,Fiction,57.2,5,TRUE,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html,FALSE,0.08741258741258741
Bright Lines,Fiction,39.07,5,TRUE,https://books.toscrape.com/catalogue/bright-lines_11/index.html,FALSE,0.1279754287176862
Birdsong: A Story in Pictures,Childrens,54.64,3,TRUE,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,FALSE,0.05490483162518302
The Bear and the Piano,Childrens,36.89,1,TRUE,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,FALSE,0.027107617240444564
The Secret of Dreadwillow Carse,Childrens,56.13,1,TRUE,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,FALSE,0.017815784785319793
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Childrens,58.08,4,TRUE,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,FALSE,0.06887052341597796
Little Red,Childrens,13.47,3,TRUE,https://books.toscrape.com/catalogue/little-red_817/index.html,FALSE,0.22271714922048996
Walt Disney's Alice in Wonderland,Childrens,12.96,5,TRUE,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,TRUE,0.38580246913580246
Twenty Yawns,Childrens,22.08,2,TRUE,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,FALSE,0.09057971014492755
Rain Fish,Childrens,23.57,3,TRUE,https://books.toscrape.com/catalogue/rain-fish_728/index.html,FALSE,0.12728044123886295
Once Was a Time,Childrens,18.279999999999998,2,TRUE,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,FALSE,0.10940919037199126
Luis Paints the World,Childrens,53.949999999999996,3,TRUE,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,FALSE,0.055607043558850794
Nap-a-Roo,Childrens,25.08,1,TRUE,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,FALSE,0.03987240829346093
The Whale,Childrens,35.96,4,TRUE,https://books.toscrape.com/catalogue/the-whale_501/index.html,FALSE,0.11123470522803114
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,52.87,3,TRUE,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,FALSE,0.05674295441649329
Raymie Nightingale,Childrens,34.41,2,TRUE,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,FALSE,0.058122638767800064
Playing from the Heart,Childrens,32.379999999999995,1,TRUE,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,FALSE,0.03088326127239037
Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,22.54,1,TRUE,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,FALSE,0.044365572315882874
The Wild Robot,Childrens,56.07,3,TRUE,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html,FALSE,0.05350454788657036
The Thing About Jellyfish,Childrens,48.77,1,TRUE,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,FALSE,0.02050440844781628
The Lonely Ones,Childrens,43.59,5,TRUE,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,FALSE,0.11470520761642578
The Day the Crayons Came Home (Crayons),Childrens,26.330000000000002,5,TRUE,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,FALSE,0.18989745537409797
The Cat in the Hat (Beginner Books B-1),Childrens,16.259999999999998,2,TRUE,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,FALSE,0.12300123001230014
Red: The True Story of Red Riding Hood,Childrens,28.54,3,TRUE,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,FALSE,0.1051156271899089
Horrible Bear!,Childrens,37.52,2,TRUE,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,FALSE,0.053304904051172705
Green Eggs and Ham (Beginner Books B-16),Childrens,10.79,4,TRUE,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,TRUE,0.37071362372567196
Counting Thyme,Childrens,10.62,1,TRUE,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,FALSE,0.09416195856873824
Are We There Yet?,Childrens,10.66,3,TRUE,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,FALSE,0.28142589118198874
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,52.879999999999995,4,TRUE,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,FALSE,0.07564296520423601
Matilda,Childrens,28.34,1,TRUE,https://books.toscrape.com/catalogue/matilda_32/index.html,FALSE,0.035285815102328866
Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,22.85,3,TRUE,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,FALSE,0.13129102844638948
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,37.97,2,TRUE,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,FALSE,0.05267316302343956
You Are What You Love: The Spiritual Power of Habit,Religion,21.87,4,TRUE,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,FALSE,0.18289894833104708
God: The Most Unpleasant Character in All Fiction,Religion,30.03,5,TRUE,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,FALSE,0.1665001665001665
The Book of Mormon,Religion,24.57,3,TRUE,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,FALSE,0.1221001221001221
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,27.62,1,TRUE,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,FALSE,0.03620564808110065
The Bhagavad Gita,Religion,57.49,3,TRUE,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,FALSE,0.05218298834579927
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,28.419999999999998,4,TRUE,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,FALSE,0.14074595355383535
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Nonfiction,40.3,5,TRUE,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,FALSE,0.12406947890818859
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,31.05,3,TRUE,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,FALSE,0.0966183574879227
Reasons to Stay Alive,Nonfiction,26.41,2,TRUE,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,FALSE,0.07572889057175312
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,23.110000000000003,5,TRUE,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,FALSE,0.21635655560363476
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,44.18,4,TRUE,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,FALSE,0.09053870529651425
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,31.12,3,TRUE,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,FALSE,0.09640102827763496
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,16.77,3,TRUE,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,FALSE,0.17889087656529518
The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,37.13,1,TRUE,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,FALSE,0.026932399676811204
The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,56.06,1,TRUE,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,FALSE,0.01783803068141277
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,41.83,4,TRUE,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,FALSE,0.09562514941429597
Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,19.830000000000002,2,TRUE,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,FALSE,0.10085728693898133
In the Country We Love: My Family Divided,Nonfiction,22,4,TRUE,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,FALSE,0.18181818181818182
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,54.349999999999994,2,TRUE,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,FALSE,0.03679852805887765
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,29.14,5,TRUE,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,FALSE,0.17158544955387783
Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,30.810000000000002,1,TRUE,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,FALSE,0.03245699448231094
The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,43.54,2,TRUE,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,FALSE,0.04593477262287552
The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,38.21,2,TRUE,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,FALSE,0.05234231876472128
The Genius of Birds,Nonfiction,17.24,1,TRUE,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,FALSE,0.0580046403712297
The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,38.49,5,TRUE,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,FALSE,0.12990387113535984
So You've Been Publicly Shamed,Nonfiction,12.229999999999999,2,TRUE,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,FALSE,0.16353229762878171
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nonfiction,19.43,3,TRUE,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,FALSE,0.15440041173443128
Big Magic: Creative Living Beyond Fear,Nonfiction,30.8,3,TRUE,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,FALSE,0.09740259740259741
Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,27.43,2,TRUE,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,FALSE,0.07291286912139992
Agnostic: A Spirited Manifesto,Nonfiction,12.51,5,TRUE,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,TRUE,0.3996802557953637
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,38.2,4,TRUE,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,FALSE,0.10471204188481674
What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,19.6,2,TRUE,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,FALSE,0.1020408163265306
The Year of Magical Thinking,Nonfiction,43.04,2,TRUE,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,FALSE,0.04646840148698885
The Literature Book (Big Ideas Simply Explained),Nonfiction,17.43,3,TRUE,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,FALSE,0.1721170395869191
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,Nonfiction,15.77,1,TRUE,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,FALSE,0.06341154090044389
Swell: A Year of Waves,Nonfiction,45.58,1,TRUE,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,FALSE,0.02193944712593243
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,21.95,2,TRUE,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,FALSE,0.09111617312072894
Looking for Lovely: Collecting the Moments that Matter,Nonfiction,29.14,5,TRUE,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,FALSE,0.17158544955387783
Let It Out: A Journey Through Journaling,Nonfiction,26.79,5,TRUE,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,FALSE,0.1866368047779022
Hamilton: The Revolution,Nonfiction,58.790000000000006,3,TRUE,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,FALSE,0.05102908657935022
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,15.06,4,TRUE,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,TRUE,0.2656042496679947
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,51.75,5,TRUE,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,FALSE,0.0966183574879227
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,37.8,4,TRUE,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,FALSE,0.10582010582010583
Brain on Fire: My Month of Madness,Nonfiction,49.32,5,TRUE,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,FALSE,0.10137875101378752
Abstract City,Nonfiction,56.37,5,TRUE,https://books.toscrape.com/catalogue/abstract-city_658/index.html,FALSE,0.08869966294128083
13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,27.06,1,TRUE,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,FALSE,0.03695491500369549
The Lonely City: Adventures in the Art of Being Alone,Nonfiction,33.260000000000005,2,TRUE,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,FALSE,0.060132291040288624
The Diary of a Young Girl,Nonfiction,59.9,3,TRUE,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,FALSE,0.05008347245409015
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,21.21,3,TRUE,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,FALSE,0.14144271570014144
Furiously Happy: A Funny Book About Horrible Things,Nonfiction,41.46,4,TRUE,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,FALSE,0.09647853352629039
"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,11.68,4,TRUE,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,TRUE,0.3424657534246575
"Mother, Can You Not?",Nonfiction,16.89,5,TRUE,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,TRUE,0.2960331557134399
A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,19.53,3,TRUE,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,FALSE,0.15360983102918585
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,24.57,2,TRUE,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,FALSE,0.0814000814000814
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,35.92,2,TRUE,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,FALSE,0.05567928730512249
"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,34.06,3,TRUE,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,FALSE,0.08807985907222547
Why Not Me?,Nonfiction,17.759999999999998,1,TRUE,https://books.toscrape.com/catalogue/why-not-me_554/index.html,FALSE,0.056306306306306314
When Breath Becomes Air,Nonfiction,39.36,2,TRUE,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,FALSE,0.0508130081300813
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,28.45,4,TRUE,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,FALSE,0.140597539543058
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,38.89,5,TRUE,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,FALSE,0.1285677552069941
Rising Strong,Nonfiction,21.82,3,TRUE,https://books.toscrape.com/catalogue/rising-strong_539/index.html,FALSE,0.13748854262144822
Man's Search for Meaning,Nonfiction,29.479999999999997,3,TRUE,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,FALSE,0.101763907734057
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,25.06,2,TRUE,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,FALSE,0.07980845969672785
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,12.55,3,TRUE,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,FALSE,0.2390438247011952
I Will Find You,Nonfiction,44.21,1,TRUE,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,FALSE,0.022619316896629722
Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,19.22,2,TRUE,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,FALSE,0.10405827263267431
Between the World and Me,Nonfiction,56.91,4,TRUE,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,FALSE,0.07028641714988579
Being Mortal: Medicine and What Matters in the End,Nonfiction,55.06,4,TRUE,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,FALSE,0.0726480203414457
"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,13.2,3,TRUE,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,FALSE,0.2272727272727273
For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,45.13,3,TRUE,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,FALSE,0.06647462884998892
Finding God in the Ruins: How God Redeems Pain,Nonfiction,46.64,2,TRUE,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,FALSE,0.04288164665523156
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,59.449999999999996,4,TRUE,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,FALSE,0.0672834314550042
In Cold Blood,Nonfiction,49.98,4,TRUE,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,FALSE,0.08003201280512205
"Girl, Interrupted",Nonfiction,42.14,3,TRUE,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,FALSE,0.07119126720455624
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,48.67,2,TRUE,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,FALSE,0.04109307581672488
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,25.150000000000002,4,TRUE,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,FALSE,0.15904572564612324
My Mother Was Nuts,Nonfiction,31.630000000000003,4,TRUE,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,FALSE,0.12646221941195068
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,32.349999999999994,3,TRUE,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,FALSE,0.09273570324574963
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,38.71,3,TRUE,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,FALSE,0.07749935417204856
The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,16.810000000000002,4,TRUE,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,TRUE,0.23795359904818558
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,28.23,2,TRUE,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,FALSE,0.07084661707403471
God Is Not Great: How Religion Poisons Everything,Nonfiction,27.8,1,TRUE,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,FALSE,0.03597122302158273
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,31.95,3,TRUE,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,FALSE,0.09389671361502347
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,50.660000000000004,3,TRUE,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,FALSE,0.05921831819976312
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,58.09,1,TRUE,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,FALSE,0.01721466689619556
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,30,1,TRUE,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,FALSE,0.03333333333333333
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,53.51,1,TRUE,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,FALSE,0.018688095683049896
The Name of God is Mercy,Nonfiction,37.25,2,TRUE,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html,FALSE,0.053691275167785234
